#{"t_start": 1775318454.5790184, "env_id": null}
r,l,t
-0.170127,21,22384.537267
57.919849,81,22391.415949
48.517808,61,22398.130932
18.871226,41,22403.269263
46.07886,71,22408.550178
82.681116,81,22415.857281
7.138694,21,22421.235402
30.417967,55,22426.417134
33.265316,61,22431.690859
36.657859,41,22447.871797
-12.136813,61,22456.01626
27.965434,41,22461.373193
-4.963151,41,22466.70509
48.361965,53,22471.870123
37.234501,81,22479.949034
22.765102,47,22485.005878
41.691624,101,22492.885214
30.843328,73,22499.423126
0.305435,21,22523.143087
2.492267,61,22531.797936
53.660611,61,22538.536763
85.487407,81,22546.643541
5.825318,21,22551.772938
33.365913,71,22557.074277
74.621122,81,22564.965411
64.127404,65,22571.279964
36.321266,61,22577.638977
-37.465385,21,22589.443641
22.188643,41,22594.620554
45.044433,69,22600.881078
44.560412,61,22607.962562
63.954528,81,22615.173356
42.667243,61,22621.45425
60.671515,61,22628.182661
-0.317531,27,22632.8055
24.639664,51,22637.936312
12.960516,41,22651.999103
21.715241,41,22656.940632
105.413594,101,22665.53363
75.332549,81,22672.119771
-8.55821,41,22678.368961
17.026049,81,22685.966811
31.300363,81,22693.614463
15.648244,41,22698.549561
25.163109,41,22703.691747
1.630771,21,22724.134202
35.38861,81,22731.810709
-19.417702,25,22737.257303
48.271187,101,22745.376873
34.801909,53,22750.289683
28.648001,55,22755.409487
46.013387,93,22761.78623
30.432406,49,22767.017335
21.877272,39,22779.307425
22.758394,41,22784.05211
55.3227,61,22790.804871
40.556359,61,22797.447088
37.215452,101,22805.541775
84.344794,101,22814.034307
81.572685,81,22820.625412
50.874895,61,22827.42339
16.769458,21,22839.469892
31.263585,81,22847.548559
5.05292,77,22855.817437
31.285381,41,22860.885989
54.44342,61,22867.463223
44.06304,61,22873.950799
27.758685,41,22879.001545
-8.065384,61,22885.790968
27.634511,41,22890.937355
12.24493,31,22901.837989
46.538411,95,22909.607751
44.611196,61,22915.882306
37.323819,41,22920.913795
56.88002,61,22927.82094
47.141028,81,22935.785114
27.169354,61,22943.871133
48.719129,61,22951.361856
33.479951,51,22962.960586
48.700493,71,22968.486957
19.767387,45,22973.411792
64.049008,61,22980.008658
45.599189,63,22986.470344
46.964384,57,22991.652424
40.026594,61,22998.134375
37.212258,41,23002.994194
40.277855,61,23009.434422
18.157982,47,23015.943928
-14.213958,21,23036.085608
32.97168,59,23043.298672
32.148196,59,23049.676735
25.59468,41,23055.296508
44.996552,41,23062.132367
53.948891,75,23068.673793
60.358781,61,23074.91971
45.269464,61,23081.614305
32.90913,47,23086.642201
5.046083,41,23092.101657
4.896996,21,23103.703283
36.024044,75,23110.473893
13.994161,57,23116.585212
57.461578,61,23122.978438
47.725623,75,23128.480127
34.146326,61,23135.036492
60.657203,101,23144.818079
50.805571,73,23158.497791
53.777063,61,23165.241157
43.90728,61,23172.054922
53.48517,61,23178.305662
28.816274,41,23183.563909
82.301157,101,23192.92188
3.636661,23,23198.249753
9.475246,101,23206.649884
45.747284,63,23233.311315
37.037975,41,23238.372416
42.403685,61,23245.595294
40.957626,61,23252.152161
25.444693,41,23257.141128
43.99993,61,23263.648296
56.535265,73,23268.858725
0.128915,61,23277.369279
18.998658,25,23282.547594
32.729457,61,23288.023128
6.078576,27,23308.664763
6.887616,41,23314.645998
62.165821,81,23321.957685
-2.033985,61,23328.900263
15.702037,41,23334.268851
36.21095,77,23339.788569
39.034916,61,23345.547906
42.056007,61,23350.778179
44.491888,61,23357.694968
21.07861,27,23379.417865
31.029168,41,23384.638961
25.698782,41,23389.477007
51.651445,65,23394.877484
52.895751,61,23400.618478
38.879056,61,23407.55636
18.603251,41,23412.265414
16.834342,51,23417.233543
48.321597,51,23422.375845
55.864238,61,23428.642592
24.930659,39,23454.851646
18.973916,43,23459.84584
46.747859,67,23465.092835
28.70057,41,23470.289979
76.754503,81,23476.969639
41.742593,49,23482.148435
60.172356,101,23490.273687
68.579542,101,23499.088489
24.420107,29,23509.666512
31.781933,47,23514.656798
65.461337,81,23524.973438
43.465574,61,23531.647058
76.58835,81,23538.565815
-0.079789,21,23543.918459
57.53519,61,23550.234118
70.293056,81,23557.257431
48.479963,61,23564.024961
11.948798,21,23588.827976
68.638834,101,23596.568577
24.843817,63,23603.331771
15.731157,41,23609.024407
15.866196,41,23614.964676
50.199741,61,23620.225231
11.765609,21,23626.012116
48.966088,61,23632.365166
29.68833,43,23637.33122
25.133884,41,23642.512347
15.5176,37,23666.293003
30.937827,41,23671.290441
71.78766,81,23678.352524
27.197808,59,23685.835094
46.552947,63,23691.002602
68.760458,81,23698.226158
85.472688,81,23705.140202
58.089903,61,23711.496462
9.632025,45,23728.221967
46.944436,81,23736.135204
47.897889,61,23742.605393
38.450353,55,23747.760655
53.016714,61,23754.182475
59.559142,61,23760.919632
36.947114,81,23768.94197
23.901856,47,23774.079614
44.49124,61,23780.328955
-10.804246,21,23804.1594
-1.178884,81,23812.591553
17.547442,81,23820.468574
51.564203,63,23825.729855
18.537046,81,23832.928379
10.219841,41,23838.386555
53.337295,61,23845.280391
49.687902,61,23851.867079
14.995033,25,23873.998798
44.173528,65,23880.561678
71.42841,81,23887.368919
41.195225,81,23895.674569
34.760454,53,23900.619468
43.163876,61,23907.301091
61.865898,69,23913.666378
12.065404,49,23918.597793
32.721546,53,23930.617767
44.014434,61,23937.386895
34.308276,61,23946.052439
57.197986,97,23953.126581
68.935873,81,23959.710867
42.717914,81,23967.614728
46.054929,73,23973.912987
37.420162,59,23988.309326
16.041388,41,23993.187073
60.465918,93,23999.976777
50.81419,61,24007.272949
18.739261,41,24014.062665
31.59079,41,24020.403088
18.056123,61,24028.670902
38.199519,57,24033.831787
12.105602,61,24041.427239
36.717562,55,24054.104559
30.038048,61,24060.995392
27.935224,41,24065.977185
45.148056,59,24073.80653
61.086353,61,24080.194723
39.578245,73,24086.713531
60.177333,77,24092.029149
43.897787,61,24097.710819
41.51549,61,24104.242375
8.947403,21,24130.327819
50.487845,81,24136.782377
45.095763,61,24143.219888
54.49881,61,24150.274453
-1.335914,41,24155.737169
11.226266,45,24163.103967
22.317237,41,24170.289454
57.771493,81,24177.484032
60.805312,97,24184.413364
-5.827609,21,24197.11987
17.884916,49,24202.362849
49.865316,61,24209.141546
59.403093,61,24215.763803
39.956202,69,24221.168457
61.996181,81,24228.103475
24.343427,39,24234.803607
123.107485,113,24243.16732
11.886779,21,24255.484513
3.64212,21,24260.372623
14.584861,37,24265.409783
6.219933,43,24270.651963
15.55636,21,24276.82345
43.969832,61,24285.193896
1.035658,41,24290.633156
67.044177,75,24295.944639
63.205179,81,24303.196944
41.554942,55,24308.285848
69.450385,75,24323.296379
26.883936,53,24327.877689
28.454334,41,24334.768454
29.342726,61,24342.06084
50.864905,61,24350.440037
57.12954,101,24358.395362
52.862869,61,24364.950804
68.349339,81,24371.077532
42.933752,53,24385.674868
40.504008,41,24392.986274
22.140957,59,24399.980282
71.524749,85,24407.923525
50.994984,61,24414.866957
67.772486,81,24421.944396
53.955457,61,24428.628401
12.925903,41,24435.606743
73.224871,81,24443.637943
14.923967,21,24457.115273
20.975172,81,24464.839072
11.035915,81,24473.129554
63.664137,79,24481.151812
34.243355,41,24488.0916
51.048017,61,24494.736061
63.842778,81,24501.963067
36.241116,69,24517.136825
73.992773,97,24524.170108
67.787623,81,24532.745845
59.190944,61,24539.293344
50.350766,61,24546.070882
70.485506,61,24552.395563
38.357744,61,24559.241078
34.831339,61,24566.854316
7.354429,29,24578.949877
15.366866,81,24587.92196
59.449259,61,24594.157374
41.669437,91,24602.009356
31.438652,41,24607.071168
85.701679,81,24615.553035
16.344148,41,24620.471808
60.144341,61,24626.7366
38.430479,55,24639.534916
53.728456,65,24644.791995
14.606862,31,24650.071715
36.401436,61,24656.490443
50.659127,61,24663.061828
63.854596,101,24671.279029
41.413064,81,24679.125694
52.93271,101,24687.571092
-7.808203,21,24716.154305
20.875984,61,24723.991281
48.09072,61,24730.714736
35.262773,57,24735.852601
90.225411,101,24744.305315
50.544084,61,24751.284951
51.128072,61,24757.745205
51.647254,73,24763.133976
12.498302,27,24773.242929
54.854453,61,24779.995144
40.150022,41,24786.98041
-1.218649,41,24792.7386
33.846608,53,24797.987375
41.275419,61,24805.1239
16.355067,55,24810.350869
20.103787,49,24815.457346
63.696203,61,24821.802014
20.878167,81,24829.879498
-9.844613,21,24852.137261
77.892761,101,24860.345244
103.872415,101,24869.148919
45.264055,55,24875.930461
54.077765,77,24881.48859
42.068739,63,24886.615253
63.270055,101,24894.824585
8.719992,21,24917.577389
23.245585,41,24923.925914
47.617254,61,24930.482805
47.473887,95,24938.71679
16.996307,29,24944.088243
57.656641,101,24952.566947
37.504149,81,24960.214085
57.053545,81,24967.692854
-17.004917,21,24990.004973
36.892594,81,24997.657672
20.934695,61,25005.631586
-31.028257,55,25012.64509
45.366337,81,25021.06954
-4.951079,57,25028.390206
-6.229412,41,25034.316102
20.024713,41,25039.77457
81.37968,79,25055.648091
110.385448,101,25064.111326
40.001457,101,25073.119534
78.788425,81,25080.37346
22.943604,41,25085.483772
62.269576,97,25092.395799
71.633956,89,25099.432707
-6.818357,21,25112.85021
44.68991,61,25119.667597
56.128171,67,25126.538786
34.73146,81,25134.339467
-2.921541,61,25141.572387
61.155191,81,25148.158473
81.697295,83,25155.027839
24.678615,51,25160.195309
-21.416379,21,25171.838371
59.722651,61,25178.239504
25.350703,41,25183.529587
19.590651,79,25192.713003
3.546977,21,25197.303994
48.192287,61,25204.18112
22.481171,61,25211.116196
20.616212,57,25217.699013
33.961163,61,25225.67425
10.723189,57,25240.120796
39.726584,53,25245.215356
37.04737,61,25251.784353
32.594702,81,25259.885449
34.636857,81,25268.009754
35.481552,81,25275.766267
66.866054,61,25282.263613
42.526489,63,25287.466121
9.398452,31,25299.931453
67.258583,73,25305.338456
54.77691,61,25312.272785
42.114461,61,25318.995281
52.06854,101,25327.353117
32.303733,61,25334.014169
36.165998,81,25341.871881
59.219755,61,25350.175447
-13.441859,21,25362.06215
16.008442,81,25369.865477
41.788589,73,25376.586625
42.525181,81,25384.600146
44.609952,61,25391.7027
37.674261,61,25398.436641
66.555472,101,25406.46751
24.581354,45,25420.941625
1.545929,29,25425.589057
9.549293,41,25431.200056
61.819164,77,25436.810587
36.131592,73,25443.11437
44.713905,73,25449.558427
53.135645,81,25457.500619
43.03808,73,25463.76564
63.22968,65,25478.077001
25.117285,81,25486.51268
27.369953,81,25494.301439
53.065603,63,25499.754322
16.998023,29,25504.585556
32.45583,81,25512.857244
23.170511,81,25520.945043
14.842464,81,25529.335488
0.289092,21,25554.706103
31.728283,71,25561.116347
55.480015,81,25568.896031
51.16821,61,25575.438977
24.615182,61,25583.3647
26.993886,81,25590.908224
59.8864,101,25598.788659
40.055493,49,25603.85192
-9.756126,21,25616.76926
26.222986,45,25621.584491
27.191567,57,25628.196375
19.925239,81,25637.040685
17.895694,49,25642.030318
63.037299,81,25650.284634
98.819942,101,25658.704099
54.334689,61,25665.294014
2.031759,21,25690.0287
49.107406,61,25696.949376
19.312089,81,25704.487944
56.902226,71,25710.662878
24.971109,53,25715.806221
56.760034,61,25722.302239
72.516625,61,25728.655251
21.583681,81,25736.273187
10.776454,39,25748.395372
24.780344,41,25753.688138
37.79437,81,25761.595909
45.52245,61,25768.581207
63.412438,93,25775.336131
72.708325,97,25782.432208
44.701399,59,25788.857295
33.228225,81,25804.943812
2.712319,21,25810.289364
90.733493,101,25818.739885
3.430566,61,25825.972896
-12.149562,67,25833.270647
47.829266,81,25839.672825
56.477655,83,25846.639673
3.358769,57,25852.697896
29.244773,41,25864.92134
4.918723,81,25872.376629
31.742827,79,25880.534526
47.013565,101,25890.2067
72.929787,81,25897.435893
57.540037,81,25905.321254
54.424106,89,25920.791888
27.001107,81,25928.38376
43.146926,79,25936.123321
70.626045,81,25943.142365
17.581095,51,25948.295295
74.700547,101,25956.951904
44.820417,67,25963.751026
32.574358,51,25976.720549
59.166923,69,25982.112598
46.162868,81,25989.761382
5.121949,41,25996.598896
14.912287,21,26001.883846
42.768718,81,26010.305483
-7.374017,61,26017.309706
75.870863,87,26023.923731
52.198137,61,26030.40042
-3.438396,21,26042.406894
37.694731,81,26050.85428
84.963168,91,26057.856796
43.122707,81,26065.449872
4.326662,33,26070.151735
24.734637,41,26075.114472
87.838989,101,26083.685285
67.595054,73,26097.460547
21.386105,81,26105.567434
-5.947049,69,26112.905216
43.553592,101,26121.341765
31.482813,55,26126.54068
29.964546,61,26133.139333
97.344425,81,26141.373609
52.047679,65,26153.869282
25.151612,81,26161.670178
36.698255,81,26169.775663
50.165785,101,26177.647052
5.859677,59,26185.902677
31.257582,45,26192.240259
16.467467,41,26199.089191
17.1319,61,26205.724019
21.879929,43,26217.16103
20.67895,53,26222.369375
56.747782,61,26228.984382
76.259832,81,26237.38988
37.347269,81,26245.222152
63.279961,81,26251.766862
64.975472,81,26258.855941
44.992459,73,26271.538764
30.949238,41,26278.109743
51.720841,81,26285.967917
58.813039,81,26294.209231
30.090883,81,26301.715049
42.034871,77,26308.118004
45.731962,73,26314.748008
51.157555,79,26330.247979
41.75251,81,26338.259749
24.877223,81,26345.816465
66.359511,81,26352.519181
67.314075,81,26359.257464
-1.230549,21,26365.52879
52.783124,101,26374.013
36.540648,57,26380.63992
-5.612029,21,26392.297577
-9.38023,61,26399.756787
46.898649,99,26408.334708
16.541433,41,26413.503994
29.190688,61,26419.439846
64.992392,101,26427.534165
33.86837,81,26435.925948
46.517695,55,26448.608398
51.586186,81,26455.16447
73.714169,81,26461.607893
64.680766,81,26468.215817
63.895656,61,26474.927101
50.246744,69,26480.156607
53.399717,81,26488.138511
49.695656,59,26502.497604
64.870383,81,26509.116536
61.589714,83,26515.969106
24.62785,81,26524.501978
57.824593,81,26532.910228
14.114468,47,26537.886028
62.789195,81,26544.415186
44.548288,57,26557.476484
36.679718,61,26563.744406
21.329326,41,26570.348851
31.720029,59,26578.33708
25.234241,61,26585.180958
52.255469,61,26591.478915
33.814245,81,26600.021258
38.308307,61,26606.900104
51.591218,79,26614.78551
-8.359166,21,26640.912874
58.722276,75,26647.201457
48.699512,61,26653.697567
27.728191,41,26658.824496
70.418073,75,26664.958329
48.342329,85,26671.587795
53.675486,61,26677.769001
67.498388,87,26684.275153
-3.330577,21,26696.353689
17.57652,49,26701.640874
42.371942,81,26709.665933
59.014007,67,26715.781611
77.193531,101,26723.864735
50.684747,81,26731.583767
33.642491,81,26739.580276
4.909124,45,26753.277134
57.705111,61,26759.80494
37.676225,41,26766.436514
42.19667,63,26774.329849
3.066028,61,26782.042526
33.009926,81,26790.338463
32.498575,61,26797.072048
52.362983,77,26803.644567
35.646526,61,26810.615549
-23.052342,21,26836.808202
41.035505,77,26843.162957
39.552544,61,26849.524768
53.044155,81,26855.990839
59.312092,81,26862.646644
36.69438,79,26870.32266
76.841364,99,26878.546466
-1.263605,21,26890.39557
57.47813,79,26898.469168
23.73313,81,26906.802161
32.284135,81,26912.926993
56.478252,81,26919.242855
52.856517,67,26925.747874
41.74964,81,26933.479548
30.703103,41,26946.655816
52.710372,71,26952.689795
39.578004,61,26958.786811
0.882795,41,26965.139697
40.775589,61,26971.86793
60.292516,81,26980.020468
2.020242,41,26986.442659
44.968656,63,26992.555548
46.884421,61,26998.801189
9.288302,31,27009.315355
41.640795,61,27015.240457
46.686373,81,27021.728368
35.94695,59,27028.160917
57.56333,67,27034.537235
34.32029,61,27040.451432
33.657712,61,27046.293558
34.078302,81,27054.043337
4.772119,41,27067.2391
24.978997,81,27075.279251
34.899567,81,27083.04334
36.530465,61,27089.2156
60.778888,61,27095.728379
47.27653,81,27103.813166
56.591146,81,27112.354553
2.891535,61,27120.051739
-5.005025,21,27146.410341
31.66903,61,27152.465032
24.398885,41,27158.530127
8.77528,61,27165.241882
73.606572,81,27173.273015
34.581444,77,27179.615097
45.954323,67,27185.846218
41.664292,61,27191.788765
23.884451,47,27204.513179
30.107759,61,27210.522807
56.45608,65,27216.846145
38.757101,61,27222.77229
79.540559,81,27230.675285
27.789983,41,27237.216199
64.892173,73,27243.564908
14.137433,81,27251.124873
32.179706,49,27263.307254
46.812118,61,27269.210804
43.829694,61,27275.020073
36.396505,81,27283.088113
61.743102,81,27289.437859
37.192672,81,27297.904494
48.613708,71,27304.604062
50.884677,61,27310.911584
14.974392,21,27331.465116
59.499709,81,27337.672342
23.422037,41,27343.9109
33.683588,61,27351.100127
40.747439,81,27357.880995
79.791484,101,27365.704032
69.958779,81,27372.528882
30.882981,61,27386.674626
68.431766,81,27393.055735
20.836652,41,27399.487571
57.776063,61,27405.784883
38.874639,61,27412.131293
49.132137,81,27418.176593
25.838625,41,27424.676982
42.166824,81,27432.890974
2.812997,61,27441.045854
-3.541548,21,27459.78562
50.428823,81,27467.913005
23.917886,61,27474.103607
49.263839,61,27480.414431
38.705526,41,27486.94956
38.330813,61,27493.687779
53.089596,63,27499.873733
37.811896,63,27505.624806
50.028842,63,27520.687366
38.740322,41,27527.263594
14.007632,61,27534.088296
72.421792,91,27540.622344
60.913908,81,27548.803974
36.906542,61,27555.066864
38.363501,81,27561.419886
53.727347,75,27567.985785
5.829332,21,27580.496269
58.607137,101,27588.364598
53.094505,81,27594.850502
97.505408,101,27603.369241
83.167404,81,27611.250598
40.789509,83,27617.704643
23.851297,61,27626.067717
-20.967703,21,27650.827829
34.940735,61,27657.295053
50.55008,75,27663.853173
44.912222,73,27670.354451
27.432167,81,27678.343031
32.777662,81,27686.907922
35.706319,61,27693.17403
37.997595,63,27708.190615
37.625449,81,27714.864427
53.412803,61,27723.235383
-1.736165,61,27730.092758
40.516879,61,27736.76827
45.339842,81,27744.700925
85.744047,81,27751.357922
77.44122,87,27765.586557
19.078161,41,27772.47797
64.660726,75,27778.579112
52.757479,81,27786.850113
36.993872,61,27793.07792
52.245288,61,27799.462119
59.369397,81,27807.790813
61.280645,81,27814.24159
13.379211,31,27827.590707
74.975435,89,27834.330356
34.261227,81,27842.513335
27.671861,55,27848.401062
62.732589,93,27854.806142
55.713869,101,27863.652371
65.182332,81,27870.493059
-5.007552,21,27882.593572
59.131196,63,27888.963489
50.947595,61,27895.039326
19.235475,43,27901.274398
-2.514608,73,27908.634147
31.284354,61,27915.68696
33.71313,81,27923.878472
47.529281,81,27932.123287
18.982436,39,27944.219232
54.083192,77,27950.721215
55.651038,81,27958.756943
36.349864,61,27964.813481
51.712545,61,27971.077932
60.064239,69,27977.18643
28.045928,81,27984.863705
52.90149,79,27993.002791
-33.858468,21,28005.672583
39.00719,67,28011.5497
62.479808,63,28017.621183
66.59762,81,28025.481446
74.01208,93,28032.275771
46.161181,61,28038.521371
50.890007,77,28045.039675
37.366566,53,28057.768993
21.900315,81,28066.129353
42.503923,81,28074.008389
39.398275,41,28080.775074
0.04212,61,28087.729381
67.394964,81,28094.138254
46.975012,71,28100.561355
37.277649,61,28106.538172
18.884688,35,28117.391312
51.373621,65,28124.044714
62.189737,101,28132.73337
41.362563,81,28140.571496
58.070092,81,28148.693528
0.064673,61,28157.505612
-1.372306,61,28164.810466
29.435562,53,28171.587474
12.273068,21,28185.215162
24.780303,57,28190.486542
31.357581,55,28195.711448
70.773128,81,28202.203458
57.267801,91,28210.500154
26.558094,81,28218.678534
60.189484,81,28225.662325
23.753322,53,28238.907576
43.286529,61,28245.553353
33.089799,81,28253.3171
53.626464,81,28261.378653
26.299366,61,28269.631424
20.513393,61,28276.670839
4.547949,61,28283.560063
62.187159,101,28291.76369
-14.215263,21,28306.923323
56.586291,61,28313.423073
56.103515,81,28320.000976
74.833646,81,28327.969395
65.356678,61,28334.33571
-21.534194,41,28341.320861
53.6415,61,28347.724988
25.118332,41,28354.358121
30.846174,69,28368.744551
27.749663,101,28377.521507
46.394779,71,28384.055144
53.276681,81,28390.210608
33.046183,81,28398.643094
50.885322,61,28404.801205
33.30443,81,28413.005939
15.564206,37,28427.406215
56.259619,81,28433.885979
29.021302,57,28440.970985
35.924306,61,28447.272818
23.486958,41,28453.18704
44.802409,61,28459.085531
15.963784,61,28466.102728
53.97251,81,28472.506843
60.703629,69,28485.229663
43.47269,75,28491.6209
47.995804,65,28497.491134
49.657524,61,28503.939258
86.12354,81,28510.867151
22.365481,81,28519.071907
56.480055,81,28525.571932
33.86606,41,28531.847281
6.079613,27,28542.318709
53.755109,61,28548.554075
49.751158,81,28556.290677
54.230566,81,28564.771976
73.851807,81,28571.429604
49.307799,75,28577.672134
44.486761,81,28584.395407
34.044859,51,28596.98667
45.333821,61,28603.091187
48.270401,81,28610.832743
37.56819,81,28619.190334
16.516067,81,28627.50083
27.081487,41,28633.717965
30.239653,53,28639.684064
23.775402,61,28646.517954
29.82373,53,28659.445184
42.523559,63,28666.446681
57.677844,73,28673.031255
79.90757,81,28679.521462
73.930551,81,28685.97384
55.807979,61,28692.177633
38.747916,77,28698.612748
55.22621,77,28711.434167
46.911648,81,28719.958465
62.57951,81,28726.362169
60.925004,81,28732.930295
32.042571,81,28740.968857
39.416098,81,28748.84703
54.698892,61,28755.040501
1.732089,45,28768.565591
33.332299,61,28774.371403
66.887704,61,28780.262123
56.066975,67,28786.647236
43.313795,81,28795.118004
55.936856,77,28801.679924
44.957344,61,28807.710418
50.267845,61,28814.257931
34.644107,43,28826.587722
28.021907,41,28833.061918
-2.9607,61,28840.462484
59.822269,61,28846.38218
20.695965,81,28854.676041
60.851047,69,28861.203353
48.707911,61,28867.655269
45.597721,69,28873.754158
64.087792,67,28879.760245
-6.513877,21,28891.779581
22.273017,61,28897.488439
34.20783,41,28904.243643
21.583284,61,28910.190223
39.780479,61,28915.944257
27.52825,61,28922.058628
70.235398,99,28930.241894
30.437313,61,28936.594917
24.372384,49,28949.865964
21.984311,41,28956.275062
45.840379,61,28962.515154
33.407446,61,28968.318661
70.917892,77,28974.661649
46.89637,75,28980.991631
48.864095,81,28987.189959
60.785004,67,28993.417447
41.672944,45,28999.757447
-7.62958,21,29012.404694
2.550517,61,29019.400538
59.746109,61,29025.399958
24.74212,61,29031.518601
46.319347,75,29037.920027
43.222983,81,29044.53946
54.799022,63,29050.751628
40.744802,61,29056.78834
12.557641,31,29067.627173
54.179519,61,29074.034323
32.176848,61,29079.704813
66.722192,81,29086.226245
38.850446,61,29092.180482
36.944987,61,29098.398147
55.092359,81,29104.727185
1.360402,41,29111.221314
42.756635,61,29117.492738
-0.751765,21,29140.316363
40.791783,81,29147.192872
77.551058,83,29153.67827
71.768159,81,29159.687428
57.257636,61,29165.662024
16.021436,41,29171.896146
60.287209,61,29178.060009
85.666714,81,29184.667867
-17.022262,21,29196.566913
47.098059,81,29202.852112
21.996336,43,29209.182436
31.719577,55,29214.727807
28.072531,61,29220.948248
53.912093,61,29227.368919
40.017993,81,29233.92048
42.303,61,29240.070511
43.600872,55,29252.408677
58.466927,61,29258.793915
40.604599,81,29266.579322
39.206106,61,29272.69216
50.397984,81,29279.078187
49.345318,81,29285.748734
56.33548,61,29292.001576
45.007749,61,29298.377679
5.995549,25,29308.72576
70.700101,81,29315.197145
47.401668,61,29321.157435
41.998316,61,29327.092087
74.470029,81,29333.547601
25.844273,81,29341.508059
32.197088,61,29347.671757
60.011276,81,29354.143242
-2.230727,21,29379.866913
18.349734,81,29387.449042
13.99454,41,29393.872037
63.093649,81,29400.00442
37.983512,41,29405.846274
32.5301,61,29412.334151
61.799777,81,29418.764123
21.065989,61,29424.82725
20.967649,49,29436.964142
57.055066,61,29443.062298
43.648212,81,29449.369817
26.947923,79,29457.436625
68.349813,81,29463.883424
57.663373,69,29470.057823
53.872812,81,29476.313131
41.812524,59,29488.010589
56.652121,81,29494.372231
42.2425,61,29500.28348
50.455089,81,29507.367572
59.389478,81,29513.526881
27.076737,61,29519.197429
32.65254,61,29524.880789
50.799086,61,29531.185705
17.997185,25,29540.91348
31.69852,61,29547.102321
50.487165,61,29552.947502
54.15908,81,29558.895162
69.328387,61,29564.885987
42.447687,81,29572.589394
30.459631,61,29578.50646
19.163486,41,29584.487925
31.348414,61,29591.236892
-24.709848,21,29604.145159
47.82648,61,29610.494858
57.192084,61,29616.638496
51.399262,67,29622.807748
50.958767,71,29628.809224
42.955711,61,29634.394754
40.121518,81,29642.29359
42.573648,61,29648.457972
18.32746,33,29658.769794
49.548712,69,29665.082762
51.782631,61,29671.070807
35.814214,77,29677.452022
51.124363,71,29683.696875
21.307463,61,29689.675645
47.881033,61,29695.666138
40.401021,69,29702.139422
15.742028,43,29712.009199
44.601588,81,29719.994481
54.184631,69,29725.766597
51.28316,61,29731.862752
68.387007,81,29740.263136
6.880489,61,29748.990006
42.72133,73,29754.895598
40.1325,55,29760.956839
6.444842,31,29772.055464
55.71859,81,29779.632114
50.555076,61,29785.325621
40.373427,61,29791.40605
58.272317,81,29797.807597
28.333369,81,29805.394615
47.123096,49,29811.673598
66.185351,95,29818.352688
7.955787,21,29829.782737
52.482844,67,29835.922984
22.762444,61,29844.511565
85.383886,95,29851.199147
44.75065,81,29859.58243
18.19859,49,29864.613
32.712673,61,29870.888605
72.850089,79,29886.437852
25.075018,61,29892.608376
50.702504,101,29901.377647
42.670141,61,29907.492228
43.887354,61,29913.782887
38.728862,41,29920.430531
43.350985,81,29928.380023
25.889526,61,29936.508178
-1.173458,45,29949.815827
6.763885,71,29956.79599
83.858238,81,29963.590748
19.140945,43,29968.634698
65.661842,61,29974.743013
23.953581,81,29983.316217
60.834539,71,29989.53921
67.901886,81,29996.309915
-0.08684,23,30006.523474
47.770486,71,30012.604923
74.379075,81,30019.088678
52.400844,71,30025.140273
48.940027,101,30033.361961
74.994028,89,30040.339191
45.016851,69,30046.61611
18.243508,31,30056.53202
57.483364,77,30063.059716
38.628454,81,30071.097203
62.360609,81,30077.215759
1.574093,61,30086.086732
55.593156,81,30092.290571
60.288115,81,30100.798676
23.976764,49,30115.576728
17.631827,59,30122.605608
102.044127,101,30131.008319
15.131492,55,30136.732308
42.759592,81,30144.964081
68.382457,87,30151.427079
25.450815,79,30159.7039
27.159007,51,30172.151062
34.883786,65,30178.766199
47.330065,81,30186.485802
77.550554,81,30193.281411
25.855348,81,30200.983166
68.337784,81,30207.318631
67.152743,81,30213.770101
19.161501,41,30225.410113
28.020736,41,30230.410692
53.563677,63,30236.583174
7.780861,41,30242.148098
40.741651,81,30250.06374
16.325992,81,30259.00205
50.687535,61,30265.175913
69.581238,91,30271.745767
38.155568,53,30284.654716
-3.0,1,30324.752755
-3.0,1,30364.825344
-3.0,1,30404.900762
-3.0,1,30444.986445
-3.0,1,30485.057419
-3.0,1,30525.126746
-3.0,1,30565.199184
-3.0,1,30605.272242
-3.0,1,30645.350467
-3.0,1,30685.414105
-3.0,1,30725.487319
-3.0,1,30765.560574
-3.0,1,30805.627583
-3.0,1,30845.688349
-3.0,1,30885.752533
-3.0,1,30925.832197
-3.0,1,30965.896739
-3.0,1,31005.957705
-3.0,1,31046.048115
-3.0,1,31086.125051
-3.0,1,31126.185384
-3.0,1,31166.255599
-3.0,1,31206.331345
-3.0,1,31246.400966
-3.0,1,31286.473145
-3.0,1,31326.545735
-3.0,1,31366.619573
-3.0,1,31406.689307
-3.0,1,31446.765608
-3.0,1,31486.838804
-3.0,1,31526.901152
-3.0,1,31566.964826
-3.0,1,31607.040705
-3.0,1,31647.123981
-3.0,1,31687.186256
-3.0,1,31727.247689
-3.0,1,31767.321793
-3.0,1,31807.381984
-3.0,1,31847.446738
-3.0,1,31887.523615
-3.0,1,31927.599273
-3.0,1,31967.666721
-3.0,1,32007.748966
-3.0,1,32047.814649
-3.0,1,32087.905342
-3.0,1,32127.98499
-3.0,1,32168.063107
-3.0,1,32208.135348
-3.0,1,32248.213804
-3.0,1,32288.27841
-3.0,1,32328.340291
-3.0,1,32368.412697
-3.0,1,32408.47455
